symbol,R_12,R_6,Z_12,Z_6,score,rebal_date,weight
PSA,0.37439787,0.33738816,1.6526997,1.6301377,1.6414187,2016-04-29,0.05
TE-201606,0.3774581,0.28427073,1.6645975,1.3516165,1.508107,2016-04-29,0.05
ARG-201605,0.21479909,0.3985029,1.0321962,1.9505926,1.4913944,2016-04-29,0.05
CPB,0.3397055,0.2967467,1.5178193,1.4170343,1.4674268,2016-04-29,0.05
TAP,0.25765717,0.35459632,1.198824,1.7203686,1.4595964,2016-04-29,0.05
EQIX,0.42763513,0.22272159,1.8596805,1.0288838,1.4442822,2016-04-29,0.05
META,0.36800694,0.24361879,1.6278524,1.1384583,1.3831553,2016-04-29,0.05
SCG-201812,0.25783557,0.31113222,1.1995176,1.4924647,1.3459911,2016-04-29,0.05
KLAC,0.14843911,0.3895774,0.7741956,1.9037918,1.3389937,2016-04-29,0.05
MCD,0.27241153,0.2950092,1.2561874,1.4079236,1.3320556,2016-04-29,0.05
NDAQ,0.30129486,0.27294403,1.3684828,1.2922251,1.330354,2016-04-29,0.05
VRSN,0.3242589,0.2502179,1.4577645,1.1730607,1.3154125,2016-04-29,0.05
AMZN,0.44568083,0.14621158,1.9298403,0.62770367,1.278772,2016-04-29,0.05
AVY,0.32755005,0.22756226,1.4705602,1.0542659,1.262413,2016-04-29,0.05
NEM,0.48151296,0.77977014,2.2014515,4.263495,3.2324734,2016-05-31,0.05
TSN,0.5514537,0.42867282,2.5044029,2.1457648,2.3250837,2016-05-31,0.05
NVDA,0.54563135,0.3730272,2.4791832,1.8101248,2.144654,2016-05-31,0.05
ARG-201605,0.3151988,0.47519803,1.4810547,2.426393,1.9537239,2016-05-31,0.05
EW,0.3995043,0.40154195,1.8462275,1.9821184,1.9141729,2016-05-31,0.05
MAT,0.3679956,0.41788155,1.7097462,2.0806746,1.8952105,2016-05-31,0.05
AMZN,0.5724559,0.25350863,2.5953748,1.0892191,1.842297,2016-05-31,0.05
META,0.3577809,0.26842082,1.6655009,1.1791656,1.4223332,2016-05-31,0.05
KLAC,0.21648775,0.35155958,1.0534835,1.6806375,1.3670604,2016-05-31,0.05
AVY,0.339926,0.2608148,1.5881616,1.1332879,1.3607247,2016-05-31,0.05
EQIX,0.3813771,0.20826624,1.7677088,0.8163286,1.2920187,2016-05-31,0.05
MCD,0.2937082,0.26515976,1.3879671,1.1594957,1.2737315,2016-05-31,0.05
CVC-201606,0.6144092,0.027939897,2.7770975,-0.2713541,1.2528716,2016-05-31,0.05
ISRG,0.21530722,0.3096121,1.0483699,1.4276209,1.2379954,2016-05-31,0.05
PM,0.31135508,0.23477906,1.4644054,0.9762471,1.2203262,2016-05-31,0.05
SNDK-201605,0.17569508,0.32414344,0.8767882,1.5152702,1.1960292,2016-05-31,0.05
NI,0.306236,0.224632,1.4422319,0.9150425,1.1786373,2016-05-31,0.05
STZ,0.30445796,0.22469,1.4345303,0.9153925,1.1749613,2016-05-31,0.05
HRL,0.3245889,0.2082834,1.5217282,0.81643194,1.16908,2016-05-31,0.05
BSX,0.21101393,0.28950855,1.0297734,1.3063614,1.1680675,2016-05-31,0.05
NVDA,0.7630973,0.5088603,2.9976075,2.9165823,2.957095,2016-06-30,0.05
TSN,0.49142417,0.3706789,1.9511157,2.1005347,2.0258253,2016-06-30,0.05
NEM,0.2064949,0.5123396,0.85356086,2.9371297,1.8953453,2016-06-30,0.05
ARG-201605,0.36178616,0.40152192,1.4517467,2.282682,1.8672143,2016-06-30,0.05
AMAT,0.23650314,0.39123386,0.9691533,2.2219245,1.5955389,2016-06-30,0.05
EW,0.44177645,0.22600296,1.7598714,1.2461325,1.5030019,2016-06-30,0.05
AMZN,0.53863484,0.14392799,2.1329722,0.76142836,1.4472003,2016-06-30,0.05
NI,0.36666033,0.23359895,1.4705222,1.2909915,1.3807569,2016-06-30,0.05
EQIX,0.38344446,0.21536846,1.5351751,1.1833291,1.3592521,2016-06-30,0.05
DG,0.22422475,0.28862107,0.9218567,1.6159316,1.2688942,2016-06-30,0.05
DLTR,0.16967805,0.32389432,0.7117414,1.8242424,1.2679919,2016-06-30,0.05
CVC-201606,0.56448513,0.06215766,2.2325482,0.27852333,1.2555358,2016-06-30,0.05
MAT,0.19649468,0.30077428,0.81503975,1.687704,1.2513719,2016-06-30,0.05
AVGO,0.2904729,0.23242845,1.1770463,1.2840791,1.2305627,2016-06-30,0.05
META,0.41099313,0.15284674,1.6412933,0.81409913,1.2276962,2016-06-30,0.05
O,0.29489487,0.21896233,1.1940799,1.2045531,1.1993165,2016-06-30,0.05
ISRG,0.24663237,0.24538317,1.0081714,1.3605849,1.1843781,2016-06-30,0.05
VMC,0.31821194,0.19443095,1.2838978,1.05968,1.1717889,2016-06-30,0.05
CPB,0.32716724,0.18698777,1.3183938,1.0157233,1.1670586,2016-06-30,0.05
MLM,0.29399106,0.20494576,1.1905982,1.1217765,1.1561873,2016-06-30,0.05
NEM,0.36744842,0.75667936,1.471973,3.8430176,2.6574953,2016-07-29,0.05
NVDA,0.7676236,0.3996431,2.964237,1.9998027,2.48202,2016-07-29,0.05
O,0.46746194,0.35828158,1.8449261,1.7862722,1.8155992,2016-07-29,0.05
OKE,0.20128305,0.5196425,0.8523378,2.6193047,1.7358212,2016-07-29,0.05
TSN,0.4631686,0.2940942,1.8289161,1.4549022,1.6419091,2016-07-29,0.05
NI,0.38930613,0.33773014,1.5534809,1.6801745,1.6168277,2016-07-29,0.05
EQIX,0.3994444,0.2846403,1.5912868,1.406096,1.4986913,2016-07-29,0.05
DG,0.27321118,0.37140006,1.1205597,1.8539969,1.4872782,2016-07-29,0.05
SCG-201812,0.40062854,0.27244174,1.5957025,1.3431205,1.4694115,2016-07-29,0.05
VTR,0.2859006,0.34809333,1.1678789,1.7336749,1.4507768,2016-07-29,0.05
CINF,0.4397812,0.23299372,1.7417037,1.1394682,1.440586,2016-07-29,0.05
WEC,0.3374881,0.29760516,1.3602501,1.4730276,1.4166389,2016-07-29,0.05
CNP,0.21687804,0.3735633,0.91049194,1.8651646,1.3878284,2016-07-29,0.05
CMS,0.32722223,0.28515446,1.3219683,1.4087503,1.3653593,2016-07-29,0.05
IRM,0.16678467,0.38993004,0.7236924,1.9496588,1.3366756,2016-07-29,0.05
EW,0.42255625,0.20186357,1.6774715,0.9787575,1.3281145,2016-07-29,0.05
CPB,0.34295824,0.25269192,1.3806484,1.241161,1.3109047,2016-07-29,0.05
PNW,0.323595,0.26486495,1.3084422,1.3040049,1.3062236,2016-07-29,0.05
ED,0.30156705,0.27630964,1.2262995,1.3630886,1.2946941,2016-07-29,0.05
EIX,0.27994496,0.2898746,1.1456702,1.4331183,1.2893943,2016-07-29,0.05
NEM,0.6376977,0.89602244,2.4025712,4.599149,3.5008602,2016-08-31,0.05
NVDA,1.0577843,0.5557396,4.067414,2.6778944,3.372654,2016-08-31,0.05
OKE,0.20356023,0.6404804,0.6820438,3.1563454,1.9191946,2016-08-31,0.05
TSN,0.55602896,0.32670987,2.0789104,1.3847805,1.7318454,2016-08-31,0.05
O,0.5222989,0.34774384,1.9452349,1.5035394,1.7243872,2016-08-31,0.05
EW,0.4750461,0.37155467,1.7579677,1.6379766,1.6979722,2016-08-31,0.05
IRM,0.34836957,0.45209977,1.2559367,2.0927386,1.6743376,2016-08-31,0.05
MLM,0.3689168,0.39945,1.3373674,1.7954751,1.5664213,2016-08-31,0.05
VTR,0.38774928,0.3234369,1.4120023,1.3663011,1.3891517,2016-08-31,0.05
LLTC-201703,0.33371276,0.36043018,1.1978505,1.5751672,1.3865088,2016-08-31,0.05
GRMN,0.2655156,0.40465096,0.9275787,1.82484,1.3762093,2016-08-31,0.05
AMAT,0.33454967,0.35204095,1.2011672,1.5278012,1.3644842,2016-08-31,0.05
MAS,0.45939475,0.26347393,1.69594,1.027747,1.3618436,2016-08-31,0.05
NI,0.39704537,0.2946498,1.4488436,1.2037678,1.3263056,2016-08-31,0.05
PLD,0.42313957,0.2571915,1.5522573,0.9922762,1.2722667,2016-08-31,0.05
CINF,0.43615904,0.24734989,1.6038547,0.9367099,1.2702823,2016-08-31,0.05
VMC,0.39597613,0.27037194,1.4446061,1.0666937,1.2556498,2016-08-31,0.05
SE-201702,0.15152524,0.4341116,0.47582424,1.9911764,1.2335002,2016-08-31,0.05
EIX,0.3586518,0.28068936,1.2966862,1.1249462,1.2108161,2016-08-31,0.05
SCG-201812,0.4286195,0.23114312,1.5739748,0.8452056,1.2095902,2016-08-31,0.05
NVDA,1.1392417,0.74725735,5.022449,3.6963408,4.359395,2016-09-30,0.05
NEM,0.8052516,0.65180063,3.5148556,3.1117048,3.31328,2016-09-30,0.05
AMAT,0.56642985,0.53832066,2.4368417,2.4166832,2.4267626,2016-09-30,0.05
OKE,0.29139298,0.6627684,1.195357,3.1788783,2.1871176,2016-09-30,0.05
TSN,0.5448638,0.35453686,2.3394952,1.2910775,1.8152864,2016-09-30,0.05
FCX,-0.12880906,0.8051163,-0.7013869,4.050705,1.674659,2016-09-30,0.05
URI,0.20594925,0.54116815,0.8096737,2.434123,1.6218984,2016-09-30,0.05
EW,0.41453704,0.38692483,1.7512151,1.4894415,1.6203283,2016-09-30,0.05
XYL,0.40625677,0.35776654,1.7138389,1.3108581,1.5123485,2016-09-30,0.05
GEN,0.30603006,0.42775586,1.261427,1.7395161,1.5004716,2016-09-30,0.05
MCHP,0.40587336,0.3450915,1.7121083,1.2332283,1.4726683,2016-09-30,0.05
PXD-202405,0.3459087,0.3680778,1.4414346,1.3740107,1.4077227,2016-09-30,0.05
LLTC-201703,0.3853622,0.33014518,1.6195233,1.1416878,1.3806055,2016-09-30,0.05
NFX-201902,0.2794139,0.39983073,1.1412848,1.5684854,1.3548851,2016-09-30,0.05
IRM,0.30913112,0.36230427,1.2754248,1.33865,1.3070374,2016-09-30,0.05
CINF,0.37238443,0.30547398,1.560943,0.9905861,1.2757646,2016-09-30,0.05
ADSK,0.28708893,0.36433467,1.175929,1.3510854,1.2635071,2016-09-30,0.05
NTAP,0.13188237,0.46996725,0.47534433,1.9980446,1.2366945,2016-09-30,0.05
SYY,0.38482362,0.27740556,1.6170921,0.8186777,1.2178849,2016-09-30,0.05
CTAS,0.32942778,0.31310695,1.3670417,1.0373352,1.2021885,2016-09-30,0.05
NVDA,1.126361,0.7860271,4.86819,3.7315977,4.299894,2016-10-31,0.05
OKE,0.43128005,0.791623,1.6243147,3.7635953,2.693955,2016-10-31,0.05
NEM,0.8388002,0.42170173,3.5261717,1.6483675,2.5872695,2016-10-31,0.05
AMAT,0.64715725,0.4764244,2.6317928,1.9612744,2.2965336,2016-10-31,0.05
DVN,0.060059644,0.8209173,-0.10813483,3.9311018,1.9114835,2016-10-31,0.05
GEN,0.4424518,0.48670533,1.6764522,2.0200613,1.8482567,2016-10-31,0.05
APA,0.36677617,0.52102304,1.3232814,2.2162917,1.7697866,2016-10-31,0.05
AMZN,0.4901328,0.41570464,1.8989748,1.6140757,1.7565253,2016-10-31,0.05
PXD-202405,0.41204056,0.43248692,1.5345259,1.7100376,1.6222818,2016-10-31,0.05
EW,0.5373862,0.32623932,2.1195018,1.1025087,1.6110053,2016-10-31,0.05
SE-201702,0.43729478,0.4054188,1.6523849,1.555261,1.603823,2016-10-31,0.05
XYL,0.4948533,0.34455058,1.9210049,1.2072134,1.5641091,2016-10-31,0.05
SWN-202409,-0.15991436,0.8731593,-1.1347321,4.229824,1.5475459,2016-10-31,0.05
ATVI-202310,0.44463444,0.34371957,1.6866384,1.2024616,1.44455,2016-10-31,0.05
CHKAQ-202102,-0.21962874,0.87642604,-1.4134133,4.248503,1.417545,2016-10-31,0.05
ADSK,0.43642494,0.33500785,1.6483254,1.1526476,1.4004865,2016-10-31,0.05
MCHP,0.41754964,0.34751552,1.5602362,1.2241671,1.3922017,2016-10-31,0.05
NFX-201902,0.26598337,0.4675217,0.8528912,1.9103682,1.3816297,2016-10-31,0.05
PLD,0.38977104,0.35751134,1.4305962,1.2813237,1.3559599,2016-10-31,0.05
TAP,0.49508905,0.26563543,1.9221052,0.7559727,1.339039,2016-10-31,0.05
NVDA,1.0720153,0.6961775,4.7903523,4.541106,4.6657295,2016-11-30,0.05
NEM,0.83860344,0.33316487,3.648171,2.0570807,2.8526258,2016-11-30,0.05
OKE,0.49635723,0.52640396,1.9734179,3.3793788,2.6763983,2016-11-30,0.05
AMAT,0.70174325,0.32480615,2.9784572,1.9998835,2.4891703,2016-11-30,0.05
SE-201702,0.5163402,0.33635378,2.0712028,2.0789018,2.0750523,2016-11-30,0.05
GEN,0.49072132,0.31644443,1.945839,1.9426658,1.9442525,2016-11-30,0.05
LLTC-201703,0.4249547,0.3111287,1.6240157,1.9062914,1.7651535,2016-11-30,0.05
AMZN,0.43369514,0.28553194,1.6667862,1.7311376,1.698962,2016-11-30,0.05
MU,0.13586496,0.49406695,0.20937942,3.1581028,1.6837411,2016-11-30,0.05
ADSK,0.49318126,0.21477392,1.9578766,1.2469541,1.6024153,2016-11-30,0.05
WMB,-0.135905,0.633936,-1.1205039,4.1151996,1.4973478,2016-11-30,0.05
APA,0.4438793,0.2107926,1.7166216,1.2197107,1.4681661,2016-11-30,0.05
STJ-201701,0.2284956,0.3552899,0.6626596,2.208478,1.4355688,2016-11-30,0.05
PXD-202405,0.38695416,0.24081454,1.4380631,1.425145,1.4316041,2016-11-30,0.05
QCOM,0.2832413,0.31347954,0.9305531,1.9223777,1.4264654,2016-11-30,0.05
CMA,0.2576537,0.3287816,0.8053424,2.0270867,1.4162146,2016-11-30,0.05
MCHP,0.36982992,0.24150069,1.3542672,1.4298403,1.3920538,2016-11-30,0.05
TXN,0.38395,0.22188032,1.4233626,1.2955818,1.3594723,2016-11-30,0.05
ATVI-202310,0.3428182,0.24350226,1.2220876,1.4435366,1.3328121,2016-11-30,0.05
SPGI,0.3563769,0.21415909,1.2884359,1.242747,1.2655914,2016-11-30,0.05
NVDA,1.1919851,0.95951325,5.5331745,5.5448236,5.538999,2016-12-30,0.05
AMAT,0.67442936,0.46401393,2.977136,2.4494812,2.7133086,2016-12-30,0.05
OKE,0.551808,0.44445765,2.3715494,2.3273149,2.349432,2016-12-30,0.05
STX,0.13715634,0.6602933,0.32372063,3.6756217,1.9996712,2016-12-30,0.05
PWR,0.51687396,0.35177264,2.1990216,1.7483194,1.9736705,2016-12-30,0.05
HPE,0.49309692,0.36210462,2.0815947,1.8128625,1.9472287,2016-12-30,0.05
MU,0.16496147,0.5970459,0.4610411,3.2805207,1.870781,2016-12-30,0.05
GEN,0.41154596,0.39283866,1.6788412,2.0048554,1.8418484,2016-12-30,0.05
RF,0.3972252,0.3802968,1.6081154,1.9265075,1.7673115,2016-12-30,0.05
CMA,0.40519863,0.3716976,1.6474936,1.872789,1.7601414,2016-12-30,0.05
J,0.43492228,0.33001035,1.794289,1.6123723,1.7033306,2016-12-30,0.05
LLTC-201703,0.37441668,0.35848612,1.4954718,1.7902579,1.642865,2016-12-30,0.05
URI,0.30058932,0.41256177,1.1308626,2.128064,1.6294632,2016-12-30,0.05
KEY,0.36352837,0.36129022,1.4416978,1.8077749,1.6247363,2016-12-30,0.05
ZION,0.33643594,0.37595618,1.3078974,1.899392,1.6036447,2016-12-30,0.05
SE-201702,0.4214338,0.30371785,1.7276739,1.4481252,1.5878996,2016-12-30,0.05
MS,0.2509154,0.43709525,0.8855394,2.2813227,1.583431,2016-12-30,0.05
FITB,0.34013265,0.36573923,1.3261541,1.8355675,1.5808609,2016-12-30,0.05
BBY,0.31218463,0.3706226,1.188128,1.8660736,1.5271008,2016-12-30,0.05
MCHP,0.35031164,0.3278571,1.3764248,1.5989212,1.487673,2016-12-30,0.05
NVDA,1.2230159,0.82956076,5.6290812,4.9341807,5.281631,2017-01-31,0.05
OKE,0.7362595,0.30929634,3.2304845,1.5562521,2.3933682,2017-01-31,0.05
MU,0.31919518,0.5442239,1.1753099,3.08157,2.12844,2017-01-31,0.05
PWR,0.45774058,0.37175006,1.8580221,1.9617465,1.9098842,2017-01-31,0.05
ZION,0.37238294,0.43417567,1.4374042,2.367058,1.9022311,2017-01-31,0.05
CHKAQ-202102,0.28673276,0.4924764,1.0153443,2.745588,1.8804662,2017-01-31,0.05
AMAT,0.5582797,0.28536704,2.3534505,1.400886,1.8771683,2017-01-31,0.05
CMA,0.4089379,0.38216525,1.6175364,2.0293694,1.823453,2017-01-31,0.05
RF,0.37948692,0.39681104,1.4724104,2.12446,1.7984352,2017-01-31,0.05
UAL,0.2682955,0.4801536,0.9244907,2.6655796,1.7950351,2017-01-31,0.05
STX,0.14565782,0.5595745,0.32016712,3.181237,1.750702,2017-01-31,0.05
GEN,0.43409452,0.3300665,1.7415011,1.691107,1.7163041,2017-01-31,0.05
SE-201702,0.4980216,0.2754526,2.0565157,1.3365145,1.6965151,2017-01-31,0.05
URI,0.29420704,0.41569918,1.0521754,2.2470956,1.6496356,2017-01-31,0.05
KEY,0.35771754,0.36646563,1.3651371,1.9274361,1.6462866,2017-01-31,0.05
MS,0.23265818,0.44699445,0.74888015,2.4502866,1.5995834,2017-01-31,0.05
BAC,0.25572687,0.41335925,0.8625561,2.2319028,1.5472295,2017-01-31,0.05
FITB,0.29943192,0.37652874,1.0779221,1.992773,1.5353476,2017-01-31,0.05
GS,0.24663916,0.4134238,0.8177745,2.232322,1.5250483,2017-01-31,0.05
HPE,0.45816365,0.23350005,1.860107,1.0641284,1.4621177,2017-01-31,0.05
NVDA,1.2072706,0.8459748,4.850247,4.1448936,4.49757,2017-02-28,0.05
FCX,0.89990914,0.4018678,3.4666116,1.707626,2.5871189,2017-02-28,0.05
URI,0.5561831,0.6341373,1.9192758,2.9823253,2.4508004,2017-02-28,0.05
CSX,0.6068163,0.5874491,2.147209,2.7260995,2.436654,2017-02-28,0.05
MU,0.5322056,0.5608609,1.8113374,2.580183,2.1957603,2017-02-28,0.05
OKE,0.8850346,0.18686259,3.3996515,0.5276734,1.9636625,2017-02-28,0.05
CMA,0.49805504,0.50415283,1.6576034,2.268968,1.9632857,2017-02-28,0.05
PWR,0.57230407,0.43976063,1.9918468,1.9155825,1.9537146,2017-02-28,0.05
RF,0.43144402,0.5378494,1.3577436,2.4538958,1.9058197,2017-02-28,0.05
STX,0.29376298,0.65075094,0.7379512,3.0735013,1.9057263,2017-02-28,0.05
ZION,0.44541273,0.52308524,1.4206259,2.3728695,1.8967477,2017-02-28,0.05
AMAT,0.62317026,0.36351502,2.2208288,1.4971452,1.858987,2017-02-28,0.05
LNC,0.3231607,0.5708915,0.87028956,2.6352313,1.7527604,2017-02-28,0.05
WDC,0.32095227,0.53866386,0.8603479,2.4583654,1.6593567,2017-02-28,0.05
BAC,0.31208605,0.5425588,0.8204353,2.4797409,1.6500881,2017-02-28,0.05
NTAP,0.3998886,0.46193084,1.215692,2.0372531,1.6264726,2017-02-28,0.05
KEY,0.33507708,0.4984848,0.92393297,2.2378619,1.5808975,2017-02-28,0.05
MS,0.31824097,0.50933325,0.8481426,2.2973983,1.5727705,2017-02-28,0.05
BBY,0.42467308,0.3883481,1.3272632,1.6334296,1.4803464,2017-02-28,0.05
CMI,0.5471536,0.28373283,1.8786281,1.0592991,1.4689636,2017-02-28,0.05
NVDA,1.2534442,0.57965606,4.3453765,2.8304524,3.5879145,2017-03-31,0.05
URI,0.9829402,0.47437143,3.2087908,2.2353992,2.722095,2017-03-31,0.05
CSX,0.77610487,0.5541769,2.3397238,2.686448,2.5130858,2017-03-31,0.05
MU,0.7538251,0.5341328,2.2461102,2.5731616,2.409636,2017-03-31,0.05
CMA,0.7505674,0.4629528,2.2324219,2.1708627,2.2016423,2017-03-31,0.05
RF,0.6568448,0.52112174,1.8386246,2.499625,2.1691248,2017-03-31,0.05
ZION,0.6948869,0.48330912,1.9984676,2.2859137,2.1421907,2017-03-31,0.05
NTAP,0.6708392,0.47296828,1.8974254,2.2274687,2.062447,2017-03-31,0.05
BAC,0.5725163,0.540881,1.4842988,2.6113014,2.0478,2017-03-31,0.05
CFG,0.5883933,0.5287298,1.5510095,2.5426247,2.046817,2017-03-31,0.05
LNC,0.59824294,0.4837103,1.5923953,2.288181,1.9402882,2017-03-31,0.05
MS,0.59082204,0.47402543,1.5612146,2.2334435,1.8973291,2017-03-31,0.05
KEY,0.55022585,0.48200393,1.3906403,2.2785368,1.8345885,2017-03-31,0.05
PWR,0.6910059,0.37693697,1.9821604,1.684714,1.8334372,2017-03-31,0.05
STX,0.59159195,0.4421816,1.5644495,2.0534668,1.8089582,2017-03-31,0.05
AMAT,0.73812395,0.32990083,2.180138,1.4188726,1.7995054,2017-03-31,0.05
WDC,0.50894535,0.49698767,1.2171905,2.3632228,1.7902067,2017-03-31,0.05
OKE,0.82857734,0.22513257,2.560199,0.8267378,1.6934685,2017-03-31,0.05
FCX,1.0691984,0.03338687,3.5712245,-0.2569807,1.6571219,2017-03-31,0.05
ADSK,0.6115193,0.37269408,1.6481789,1.6607337,1.6544564,2017-03-31,0.05
NVDA,1.2523642,0.5770306,4.2767105,3.1004813,3.6885958,2017-04-28,0.05
MU,1.0001614,0.5610875,3.2416909,3.0017772,3.1217341,2017-04-28,0.05
WDC,0.68342125,0.5919683,1.9418154,3.1929607,2.567388,2017-04-28,0.05
URI,0.88577354,0.41822112,2.7722526,2.1172898,2.4447713,2017-04-28,0.05
CSX,0.6789478,0.50726444,1.9234567,2.6685581,2.2960074,2017-04-28,0.05
CMA,0.73042154,0.38321325,2.1347008,1.9005557,2.0176282,2017-04-28,0.05
RF,0.6882055,0.39207512,1.9614494,1.9554198,1.9584346,2017-04-28,0.05
FMC,0.6314916,0.40272462,1.7287003,2.0213509,1.8750255,2017-04-28,0.05
BAC,0.65206975,0.38626897,1.8131514,1.9194738,1.8663125,2017-04-28,0.05
NRG,0.55967885,0.43918678,1.4339867,2.2470884,1.8405375,2017-04-28,0.05
OKE,0.8911846,0.19120072,2.794459,0.7118041,1.7531316,2017-04-28,0.05
ZION,0.687094,0.32097924,1.9568878,1.5152643,1.7360761,2017-04-28,0.05
PWR,0.60375834,0.36622885,1.6148852,1.7954051,1.7051451,2017-04-28,0.05
AMAT,0.7372753,0.27118605,2.162828,1.2069942,1.684911,2017-04-28,0.05
CFG,0.60499406,0.34117854,1.6199566,1.6403184,1.6301374,2017-04-28,0.05
NFLX,0.4589293,0.41658825,1.0205188,2.1071808,1.5638498,2017-04-28,0.05
LNC,0.6059045,0.31905383,1.623693,1.503344,1.5635185,2017-04-28,0.05
KEY,0.5452097,0.35688993,1.3746065,1.7375878,1.5560971,2017-04-28,0.05
LRCX,0.579368,0.3302334,1.5147893,1.5725569,1.543673,2017-04-28,0.05
JEF,0.6032548,0.3140452,1.6128187,1.4723356,1.5425771,2017-04-28,0.05
NVDA,1.0812753,0.422903,4.437768,2.2037406,3.3207543,2017-05-31,0.05
MU,0.9718348,0.44227454,3.9187264,2.330243,3.1244848,2017-05-31,0.05
CSX,0.7025399,0.519849,2.6415472,2.83683,2.7391887,2017-05-31,0.05
WDC,0.66748965,0.43428576,2.475315,2.2780738,2.3766944,2017-05-31,0.05
CMA,0.64079297,0.4080513,2.3487012,2.106754,2.2277277,2017-05-31,0.05
FMC,0.6084091,0.42090154,2.195115,2.1906703,2.1928926,2017-05-31,0.05
LRCX,0.57673466,0.43301255,2.0448933,2.2697592,2.1573262,2017-05-31,0.05
CFG,0.5799686,0.4042455,2.0602307,2.0819008,2.071066,2017-05-31,0.05
BAC,0.560775,0.40644455,1.9692017,2.0962615,2.0327315,2017-05-31,0.05
KEY,0.52535325,0.413976,1.8012078,2.1454444,1.9733261,2017-05-31,0.05
AMAT,0.6648113,0.30387092,2.4626126,1.4264219,1.9445173,2017-05-31,0.05
RF,0.5826001,0.34038535,2.0727112,1.6648731,1.8687922,2017-05-31,0.05
LNC,0.5471721,0.35296828,1.9046878,1.7470438,1.8258657,2017-05-31,0.05
URI,0.5671904,0.33441347,1.999628,1.6258749,1.8127514,2017-05-31,0.05
MS,0.57786095,0.3172022,2.050235,1.5134796,1.7818573,2017-05-31,0.05
NFLX,0.39797026,0.43463132,1.1970711,2.2803304,1.7387007,2017-05-31,0.05
BBY,0.49840763,0.31873092,1.6734132,1.5234627,1.5984379,2017-05-31,0.05
BA,0.40831357,0.3548212,1.246126,1.7591441,1.502635,2017-05-31,0.05
GEN,0.5562367,0.2369996,1.947678,0.98973024,1.4687041,2017-05-31,0.05
PFG,0.5330647,0.24914482,1.8377808,1.0690426,1.4534117,2017-05-31,0.05
NVDA,1.4101081,0.71112,5.3994684,3.592378,4.495923,2017-06-30,0.05
MU,1.0516344,0.5839592,3.8759856,2.8266425,3.351314,2017-06-30,0.05
CSX,0.71235627,0.5866902,2.434082,2.843088,2.638585,2017-06-30,0.05
AMAT,0.82316154,0.46425837,2.9049952,2.1058295,2.5054123,2017-06-30,0.05
WDC,0.82351017,0.44585246,2.9064767,1.994993,2.4507349,2017-06-30,0.05
LRCX,0.7235841,0.47938785,2.4817996,2.196936,2.3393679,2017-06-30,0.05
BBY,0.6461097,0.4363341,2.1525397,1.9376755,2.0451076,2017-06-30,0.05
FMC,0.5680718,0.4801606,1.8208852,2.2015893,2.0112371,2017-06-30,0.05
ADSK,0.6251031,0.43589562,2.0632637,1.935035,1.9991493,2017-06-30,0.05
STX,0.7730621,0.26870826,2.692077,0.9282682,1.8101726,2017-06-30,0.05
EA,0.6055918,0.36695063,1.980342,1.5198629,1.7501025,2017-06-30,0.05
MAR,0.44836468,0.45962638,1.3121401,2.0779366,1.6950383,2017-06-30,0.05
VRTX,0.38219446,0.4881611,1.0309223,2.2497666,1.6403444,2017-06-30,0.05
UAL,0.5533906,0.34844267,1.7584915,1.4084119,1.5834517,2017-06-30,0.05
MCHP,0.5675276,0.33408567,1.8185724,1.3219571,1.5702648,2017-06-30,0.05
QRVO,0.5487386,0.3369854,1.7387208,1.3394186,1.5390697,2017-06-30,0.05
TNL,0.38738447,0.44761622,1.0529795,2.005614,1.5292968,2017-06-30,0.05
AVGO,0.5129639,0.35125127,1.5866814,1.4253247,1.506003,2017-06-30,0.05
URI,0.48522043,0.36261806,1.468774,1.4937731,1.4812735,2017-06-30,0.05
ATVI-202310,0.5364079,0.31135148,1.6863164,1.1850566,1.4356865,2017-06-30,0.05
NVDA,1.1351733,0.45204854,4.7822495,2.2234547,3.502852,2017-07-31,0.05
MU,0.85334426,0.42456812,3.430879,2.0603306,2.745605,2017-07-31,0.05
CSX,0.7438245,0.428563,2.905732,2.0840445,2.4948883,2017-07-31,0.05
WDC,0.6825863,0.349411,2.6120949,1.6141976,2.1131463,2017-07-31,0.05
ATVI-202310,0.3888994,0.45878404,1.2038661,2.2634368,1.7336514,2017-07-31,0.05
ADSK,0.54824936,0.32823405,1.9679492,1.4884909,1.72822,2017-07-31,0.05
LRCX,0.55314046,0.29914927,1.991402,1.3158436,1.6536229,2017-07-31,0.05
BBY,0.6139766,0.24615544,2.2831113,1.0012717,1.6421915,2017-07-31,0.05
VRTX,0.3245931,0.45685232,0.8955175,2.25197,1.5737438,2017-07-31,0.05
BCR-201712,0.37108806,0.40833133,1.1184609,1.9639491,1.5412049,2017-07-31,0.05
HRB,0.4164182,0.36023742,1.3358188,1.6784632,1.507141,2017-07-31,0.05
TNL,0.42558125,0.34580725,1.3797557,1.5928056,1.4862807,2017-07-31,0.05
AMAT,0.53741837,0.25422287,1.9160146,1.0491601,1.4825873,2017-07-31,0.05
ISRG,0.38777396,0.3736473,1.1984698,1.7580644,1.4782671,2017-07-31,0.05
BA,0.4816261,0.28883308,1.6484907,1.2546066,1.4515486,2017-07-31,0.05
AVGO,0.43260175,0.32705128,1.4134189,1.4814701,1.4474444,2017-07-31,0.05
FMC,0.44574767,0.27143955,1.4764537,1.1513585,1.3139061,2017-07-31,0.05
