symbol,R_12,R_6,Z_12,Z_6,score,rebal_date,weight
CNP,0.3360525,0.2893784,1.2105129,1.7731415,1.4918272,2025-05-30,0.05
FOX,0.4920097,0.18057023,1.7498127,1.2331194,1.491466,2025-05-30,0.05
EQT,0.30407837,0.3067757,1.0999464,1.8594854,1.4797158,2025-05-30,0.05
GEV,1.1254988,0.4512661,3.6080809,2.4009974,3.004539,2025-06-30,0.05
HWM,0.93781173,0.53491503,2.9613898,2.8375735,2.8994818,2025-06-30,0.05
AXON,0.87224334,0.5719995,2.7354686,3.0311227,2.8832955,2025-06-30,0.05
NRG,0.7815676,0.55781615,2.4230378,2.9570978,2.6900678,2025-06-30,0.05
NFLX,0.7850024,0.46800268,2.4348729,2.488348,2.4616103,2025-06-30,0.05
TPR,0.70326185,0.5138952,2.1532292,2.727868,2.4405487,2025-06-30,0.05
PM,0.68690157,0.32797095,2.0968585,1.7575017,1.92718,2025-06-30,0.05
AVGO,0.63363594,0.36047956,1.9133275,1.927169,1.9202483,2025-06-30,0.05
PODD,0.6367719,0.3392081,1.9241327,1.8161501,1.8701414,2025-06-30,0.05
VST,0.75840354,0.2540746,2.3432243,1.3718257,1.857525,2025-06-30,0.05
VRSN,0.4775169,0.43500644,1.3754065,2.316136,1.8457712,2025-06-30,0.05
TSLA,0.63675237,0.3269066,1.9240654,1.7519467,1.838006,2025-06-30,0.05
RL,0.5417718,0.3426416,1.5968021,1.83407,1.715436,2025-06-30,0.05
FOXA,0.58334833,0.27338615,1.7400573,1.4726156,1.6063365,2025-06-30,0.05
EQT,0.3376448,0.421394,0.89346594,2.2450905,1.5692782,2025-06-30,0.05
GE,0.4251387,0.3622377,1.1949333,1.9363449,1.565639,2025-06-30,0.05
TTWO,0.46025795,0.33590662,1.3159394,1.7989192,1.5574293,2025-06-30,0.05
CAH,0.42238986,0.3608319,1.1854619,1.9290078,1.5572348,2025-06-30,0.05
FOX,0.57367766,0.26021722,1.7067363,1.403885,1.5553107,2025-06-30,0.05
RCL,0.61809915,0.22518717,1.8597941,1.2210579,1.540426,2025-06-30,0.05
GEV,1.1028699,0.4612854,3.5861464,2.7234101,3.1547782,2025-07-31,0.05
AVGO,0.7443756,0.53909004,2.3247278,3.1498957,2.7373118,2025-07-31,0.05
HWM,0.7909208,0.4539562,2.4885042,2.6832352,2.5858698,2025-07-31,0.05
AXON,1.0782044,0.24665615,3.499357,1.5469217,2.5231395,2025-07-31,0.05
NRG,0.7026247,0.4659781,2.1778207,2.749133,2.463477,2025-07-31,0.05
NFLX,0.73577917,0.41214475,2.29448,2.454046,2.374263,2025-07-31,0.05
JBL,0.6090172,0.47450072,1.8484478,2.7958498,2.3221488,2025-07-31,0.05
TPR,0.7334759,0.35779923,2.2863758,2.1561515,2.2212636,2025-07-31,0.05
VRSN,0.50756496,0.4363869,1.4914722,2.5869293,2.0392008,2025-07-31,0.05
PM,0.63726306,0.34125388,1.9478356,2.0654583,2.0066469,2025-07-31,0.05
RCL,0.76255405,0.25785345,2.3886917,1.6082996,1.9984956,2025-07-31,0.05
CRWD,0.48471528,0.3867048,1.411072,2.3145971,1.8628346,2025-07-31,0.05
STX,0.47111118,0.3745733,1.3632039,2.2480984,1.8056512,2025-07-31,0.05
CAH,0.54382217,0.3259384,1.619049,1.9815067,1.8002778,2025-07-31,0.05
IBM,0.5989649,0.27274722,1.8130776,1.6899396,1.7515086,2025-07-31,0.05
GE,0.4504567,0.34919372,1.2905278,2.1089804,1.6997541,2025-07-31,0.05
VST,0.68051666,0.19731,2.10003,1.2764313,1.6882306,2025-07-31,0.05
ORCL,0.63469034,0.17393082,1.9387828,1.1482785,1.5435307,2025-07-31,0.05
GILD,0.5891957,0.20272458,1.7787031,1.3061112,1.5424072,2025-07-31,0.05
APH,0.4108884,0.31348562,1.1513005,1.9132469,1.5322738,2025-07-31,0.05
GEV,1.3499862,0.6980315,4.3588367,3.299928,3.8293824,2025-08-29,0.05
TPR,0.9488669,0.5117008,2.9699616,2.3736174,2.6717896,2025-08-29,0.05
NRG,0.7825598,0.6252674,2.3941233,2.938194,2.6661587,2025-08-29,0.05
HWM,0.8427249,0.49835232,2.6024451,2.307258,2.4548516,2025-08-29,0.05
VST,0.8929907,0.416809,2.7764902,1.9018794,2.3391848,2025-08-29,0.05
JBL,0.7208607,0.43976647,2.1804903,2.0160086,2.0982494,2025-08-29,0.05
STX,0.44652176,0.6118162,1.2305919,2.8713238,2.050958,2025-08-29,0.05
AXON,0.94297075,0.23994857,2.949546,1.0226489,1.9860976,2025-08-29,0.05
GE,0.5418156,0.48899662,1.5605466,2.2607477,1.9106472,2025-08-29,0.05
ORCL,0.5994797,0.42875576,1.7602086,1.9612707,1.8607397,2025-08-29,0.05
CEG,0.55873305,0.44462544,1.6191233,2.040164,1.8296437,2025-08-29,0.05
RCL,0.7009889,0.3268688,2.111684,1.4547576,1.7832208,2025-08-29,0.05
NEM,0.41555697,0.5224897,1.1233764,2.4272528,1.7753146,2025-08-29,0.05
EBAY,0.55262613,0.40125847,1.5979782,1.8245728,1.7112756,2025-08-29,0.05
WDC,0.31988636,0.5594299,0.7921169,2.6108944,1.7015057,2025-08-29,0.05
APH,0.46719807,0.43198738,1.3021836,1.9773362,1.6397599,2025-08-29,0.05
PM,0.5202778,0.32605606,1.4859722,1.4507172,1.4683447,2025-08-29,0.05
BK,0.5577161,0.29495585,1.6156021,1.2961079,1.455855,2025-08-29,0.05
AVGO,0.6152665,0.24188375,1.8148705,1.0322694,1.4235699,2025-08-29,0.05
GLW,0.51125866,0.29713723,1.4547434,1.3069522,1.3808478,2025-08-29,0.05
GEV,1.2371336,0.4982565,4.11067,2.5653498,3.3380098,2025-09-30,0.05
TPR,0.95484203,0.3423125,3.1080704,1.7109485,2.4095094,2025-09-30,0.05
STX,0.52130723,0.5657472,1.568308,2.9351244,2.2517161,2025-09-30,0.05
RCL,0.8514992,0.3155604,2.741033,1.5643764,2.1527047,2025-09-30,0.05
NEM,0.43758866,0.56537867,1.2709693,2.9331052,2.1020372,2025-09-30,0.05
NRG,0.68175274,0.36227402,2.1381538,1.8203155,1.9792347,2025-09-30,0.05
WDC,0.46290162,0.49195504,1.3608719,2.5308247,1.9458482,2025-09-30,0.05
APH,0.53628427,0.4348417,1.6215011,2.2179065,1.9197037,2025-09-30,0.05
AXON,0.9126374,0.13613272,2.9581745,0.58131033,1.7697424,2025-09-30,0.05
HWM,0.6020732,0.32082707,1.85516,1.5932319,1.724196,2025-09-30,0.05
AVGO,0.6269614,0.3010331,1.9435544,1.4847828,1.7141685,2025-09-30,0.05
VST,0.8770746,0.121175624,2.8318677,0.49936193,1.6656148,2025-09-30,0.05
WYNN,0.4391209,0.3856401,1.2764112,1.948336,1.6123736,2025-09-30,0.05
NFLX,0.65383106,0.21268734,2.038986,1.0007453,1.5198656,2025-09-30,0.05
EBAY,0.50867534,0.3063817,1.5234439,1.5140872,1.5187656,2025-09-30,0.05
NVDA,0.39806044,0.37217587,1.130579,1.8745668,1.5025729,2025-09-30,0.05
IDXX,0.30681548,0.42736167,0.8065091,2.1769242,1.4917166,2025-09-30,0.05
JBL,0.60043156,0.23337556,1.8493295,1.114094,1.4817117,2025-09-30,0.05
GLW,0.54411083,0.26778042,1.6492983,1.3025947,1.4759464,2025-09-30,0.05
GE,0.48694992,0.30480638,1.446283,1.5054562,1.4758697,2025-09-30,0.05
PLTR,1.7569593,0.76460207,5.504617,3.3633854,4.4340014,2025-10-31,0.05
WDC,0.8878045,0.90062606,2.6800418,3.9981232,3.3390825,2025-10-31,0.05
STX,0.89413226,0.8565952,2.7006056,3.7926593,3.2466326,2025-10-31,0.05
GEV,1.1201035,0.6079893,3.4349658,2.632573,3.0337694,2025-10-31,0.05
WBD,0.91271305,0.53308904,2.7609894,2.283061,2.522025,2025-10-31,0.05
APH,0.6174207,0.62529916,1.8013495,2.7133474,2.2573485,2025-10-31,0.05
NEM,0.48157793,0.6909386,1.3598884,3.0196447,2.1897666,2025-10-31,0.05
TPR,1.0430423,0.294283,3.1845329,1.1687047,2.1766188,2025-10-31,0.05
ORCL,0.6988031,0.5325675,2.065826,2.2806275,2.1732268,2025-10-31,0.05
AVGO,0.7192184,0.51044095,2.1321712,2.1773767,2.154774,2025-10-31,0.05
GLW,0.6943834,0.501757,2.0514627,2.1368544,2.0941586,2025-10-31,0.05
MU,0.5577289,0.5827994,1.6073635,2.5150278,2.0611956,2025-10-31,0.05
VST,0.83805954,0.38647234,2.5183806,1.5988939,2.0586371,2025-10-31,0.05
PSKY,0.61207825,0.521286,1.7839878,2.2279837,2.0059857,2025-10-31,0.05
TSLA,0.730955,0.41734046,2.170313,1.7429359,1.9566244,2025-10-31,0.05
LRCX,0.50271744,0.5641416,1.4285874,2.4279637,1.9282756,2025-10-31,0.05
NRG,0.6599995,0.4332466,1.939722,1.8171598,1.8784409,2025-10-31,0.05
HWM,0.710879,0.36352664,2.10507,1.4918209,1.7984455,2025-10-31,0.05
JBL,0.6887065,0.33861926,2.033014,1.3755939,1.704304,2025-10-31,0.05
ANET,0.5003689,0.44848147,1.4209552,1.8882512,1.6546032,2025-10-31,0.05
PLTR,1.6843559,0.86509717,5.3802657,2.9738467,4.1770563,2025-11-28,0.05
WDC,1.0715071,1.3154874,3.3870044,4.653081,4.0200424,2025-11-28,0.05
STX,0.8725109,1.1110892,2.7397788,3.8910034,3.315391,2025-11-28,0.05
MU,0.774312,0.94754267,2.4203916,3.2812364,2.8508139,2025-11-28,0.05
WBD,1.0010775,0.73824716,3.1579354,2.5008993,2.8294172,2025-11-28,0.05
AVGO,0.7718655,0.7960002,2.4124343,2.7162256,2.56433,2025-11-28,0.05
APH,0.7680035,0.75664693,2.3998733,2.5695012,2.4846873,2025-11-28,0.05
GEV,0.83303154,0.65223587,2.611374,2.1802151,2.3957944,2025-11-28,0.05
LRCX,0.6677816,0.7772881,2.0739064,2.6464596,2.360183,2025-11-28,0.05
AMD,0.44529176,0.91344446,1.3502688,3.1541047,2.2521868,2025-11-28,0.05
GLW,0.70093465,0.6753781,2.181735,2.2664986,2.2241168,2025-11-28,0.05
TPR,0.867172,0.45272222,2.722414,1.4363488,2.0793815,2025-11-28,0.05
NRG,0.6502031,0.5946313,2.0167332,1.9654424,1.9910878,2025-11-28,0.05
ANET,0.49675184,0.7106112,1.5176404,2.3978617,1.957751,2025-11-28,0.05
HWM,0.72275764,0.4634744,2.2527132,1.4764371,1.8645751,2025-11-28,0.05
NVDA,0.51155704,0.6251729,1.5657935,2.0793135,1.8225535,2025-11-28,0.05
GOOGL,0.5323472,0.6000346,1.6334124,1.985588,1.8095002,2025-11-28,0.05
TER,0.31006956,0.7912037,0.91046506,2.6983423,1.8044037,2025-11-28,0.05
TSLA,0.5567888,0.56627446,1.7129076,1.8597168,1.7863121,2025-11-28,0.05
GOOG,0.5265048,0.592034,1.6144104,1.9557585,1.7850845,2025-11-28,0.05
WDC,1.1998636,1.317795,3.8598292,4.6996737,4.2797513,2025-12-31,0.05
STX,1.038035,1.120152,3.3076277,3.9284637,3.6180458,2025-12-31,0.05
WBD,1.0824931,1.0181851,3.4593298,3.5305855,3.4949577,2025-12-31,0.05
MU,0.86836606,1.1242746,2.7286723,3.9445503,3.3366113,2025-12-31,0.05
PLTR,1.3995008,0.35223243,4.541044,0.9320142,2.7365294,2025-12-31,0.05
AVGO,0.87415284,0.74296,2.7484183,2.4566472,2.6025329,2025-12-31,0.05
LRCX,0.75160974,0.7822417,2.3302689,2.609926,2.4700975,2025-12-31,0.05
TER,0.543439,0.89978486,1.619935,3.0685835,2.3442593,2025-12-31,0.05
APH,0.75099164,0.6080477,2.3281598,1.9302146,2.129187,2025-12-31,0.05
INTC,0.63379955,0.7020625,1.9282694,2.2970638,2.1126666,2025-12-31,0.05
GOOGL,0.63097703,0.70334154,1.9186381,2.3020546,2.1103463,2025-12-31,0.05
GOOG,0.62156487,0.6900697,1.8865213,2.2502673,2.0683942,2025-12-31,0.05
TPR,0.8522882,0.44439018,2.6738102,1.291617,1.9827137,2025-12-31,0.05
